app_ref,reg_date,app_type,location,planning_notes,residential_units,desc,decision,decision_date,extension_to_date,indicative_date_valid_until,info_url,full_desc,app_date,app_status,app_status_desc,comment,app_agent,app_company
D09A/0908,12/08/2010,Permission,"Northern site (Phase 11 B)-- former Dun Laoghaire Golf Club lands at Glenageary Road Upper & Eglinton Park, Dun Laoghaire, Co. Dublin",Appeal Granted 16-Mar-2011 http://www.pleanala.ie/casenum/237650.htm,384,Planning permission for development which will comprise: a residential developme,GRANT PERMISSION,08/09/2010,NA,08/09/2015,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D09A/0908,"Planning permission for development which will comprise: a residential development (Phase IIB) to consist of approx. 55,201sq.m of gross floor area overall, as follows; demolition of the former clubhouse building and 5 ancillary maintenance sheds; 384 residential units, (32 no. one-bed apartments, 157 no. two-bed apartments, 51 no. three-bed apartments, 5 no. four-bed apartments, 16 no. three-bed houses, 59 no. four-bed houses and 64 no, five-bed houses) of which, 92 no. apartments in Block B1, a part-four, part-five storey building, with associated semi-private courtyard open space, balconies and terraces, 153 no. apartments in Block B2, a part-five, part-six storey building, with associated semi-private courtyard open space, balconies and terraces; 2 no. two storey houses and 11 no. three storey houses in terrace T1; 8 no. three storey houses in Terrace T2A; 9 no. three storey houses in Terrace T2B; 2 no. two storey houses and 5 no. three storey houses in Terrace T2C; 22 no. three storey houses in Cell C1; 21 no. three storey houses in Cell C2; 21 no. three storey houses in Cell C3; 6 no. two storey houses and 8 no. three storey houses in Cell C4A; 6 no. two storey houses and 18 no. three storey houses in Cell C4B; two basements (total approx. 17,350sq.m) accommodating 330 ancillary car parking spaces, with associated bin storage, movement routes, core access, bicycle parking spaces and plant; 337 ancillary car parking spaces at grade and bicycle parking at grade; a management office (10sq.m. approx); 4 parks comprising 3.0. hectares of public open space in all; the provision of a kiosk (18.4sq.m. approx) within a single storey building in the Northern Park to provide for the sale of light refreshments; 26 no. ancillary car parking spaces at grade and bicycle parking at grade; a bring centre and 3 no. ancillary car parking spaces at grade; a signal controlled junction at Glenageary Road Upper and all associated access works thereto on the public road network; a left-out only priority T-Junction on Glenageary Road Upper and all associated access works thereto on the public road network; pedestrian, cycle and emergency vehicle link at Woodlawn Park; pedestrian, cycle and emergency vehicle link to Eglinton Park; pedestrian and cycle link to Royal Terrace Lane; pedestrian and cycle link to Tivoli Road via the grounds of St. Joseph's Primary School to include a pedestrian and cycle path from the Phase IIB boundary to link with the school access road; pedestrian and cycle link to St. Joseph's Primary School and 10 no. ancillary parking spaces at grade; vehicle link at St. Joseph's Primary School to accommodate access for school overflow parking on occasion of school events only; provision of internal road network; all ancillary site development work including diversion and extension of existing public water supply and drainage services and connection to public water supply and drainage services; all ancillary landscape works including public lighting, planting and boundary treatment; 5 no. ESB sub-station units and ancillary electrical services; all on lands of approx. 11.2 hectares at the site of the former Dun Laoghaire Golf Club lands at Glenageary Road Upper & Eglinton Park, Dun Laoghaire, Co. Dublin. The planning application seeks that the duration of planning permission be for a period of seven years to facilitate the phased completion of all elements of the proposed scheme.An Environmental Impact Statement has been submitted with the planning application.",22/12/2009,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,RPS Planning & Environment,Cosgrave Developments
D08A/1408,18/11/2009,Permission,"Lands at Glenamuck Road, Glenamuck, Dubiln 18",,100,Development on a site of c.1.75 hectares.  The site includes the residential pro,REFUSE PERMISSION,14/12/2009,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/1408,"Development on a site of c.1.75 hectares.  The site includes the residential property 'Dun Oir'.  This site is bounded to the south-west by Glenamuck Road and residential properties of 'Glencarrick' and 'Rocklands' and their associated grounds; to the north, north-east and west by agricultural lands.  The development will consist of the demolition of 1 no. habitable dwelling 'Dun Oir' (c.345sq.m GFA include of ancillary buildings) and the construction of a residential scheme comprising 50 no. semi-detached and terraced houses, 3 storey in height (comprising ground, first and attic levels); comprising: 7 no. 3 bed terraced houses (each of c.155sq.m GFA); 4 no. 3 bed end of terrace houses (each of c. 160sq.m GFA); 11 no. 4 bed terraced houses (each of c.174sq.m GFA); 7 no. 4 bed end of terrace houses (each of c.176sq.m GFA); 14 no. 4 bed semi-detached houses (each of c. 176sq.m GFA); 1 no. 5 bed end of terrace house (of c.199sq.m GFA); and 6 no. 5 bed semi-detached houses (each of c.199sq.m GFA).  Provision of 1 no. new vehicular entrance off Glenamuck Road; provision of a total of 90 no. car parking spaces at grade level; and all ancillary site development, landscaping, boundary treatment works.  The total Gross Floor Area of the proposed development is c.8,728sq.m.",23/12/2008,Decision made,Decision made,The Observation period for this application expired on01-Jan-1975,McGill Planning Limited,MCM Partnership
D04A/0327/E,21/09/2009,Extension Of Duration Of Permission,"Site on, Glenamuck Road, Carrickmines Great,  Dublin 18",,227,"227 no. residential units and creche on lands measuring 3.9 hectares,",GRANT EXTENSION OF DURATION OF PERM.,13/10/2009,18/11/2014,18/11/2014,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D04A/0327/E,"227 no. residential units and cr̬che on lands measuring 3.9 hectares. Built in 10 blocks of varying height with under and over ground car parking, landscaping and associated site development works.",21/09/2009,Decision made,Decision made,01/01/1975,A&L Consultants Ltd,John McStay
D03A/0750/E,21/09/2009,Extension Of Duration Of Permission,"The Grange (former Esso Site & Irish Cement Site), Corner Of Brewery Road And Stillorgan Road, Blackrock, Co Dublin",Parent D03A/0750 - http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D03A/0750,525,"Mixed use development comprising residential, office, nursing home",GRANT EXTENSION OF DURATION OF PERM.,10/11/2009,22/09/2012,22/09/2012,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D03A/0750/E,"Mixed use development comprising residential, office, nursing home, cr̬che and retail on a site of 4.58 hectares.",21/09/2009,Decision made,Decision made,01/01/1975,Tom Phillips & Associates,Glenkerrin Homes Ltd
D08A/1379,12/08/2009,Permission,"Northern Site', Former Dun Laoghaire Golf Club Lands, Glenageary Road Upper And Eglinton Park, Dun Laoghaire, Co. Dublin",,605,Development comprising a residential development (Phase 11A) on part of the 'Nor,GRANT PERMISSION,06/10/2009,NA,06/10/2014,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/1379,"Development comprising a residential development (Phase 11A) on part of the 'Northern Site'.  The development lands are situated adjoining and to the north of Glenageary Road Upper.  The development will consist of approx. 66,495sq.m of gross floor area overall, as follows; 605 residential units, (118 no. one-bed apartments, 342 no. two-bed apartments, 110 no. three-bed apartments, 7 no. four-bed apartments, 1 no. three-bed house, 10 no. four-bed houses, 15 no. five-bed houses, 2 no. seven-bed houses) of which, 156 no. apartments in Block B3, a part-five, part-six and part-seven storey building, with associated semi-private courtyard open space, balconies and terraces, 155 no. apartments in Block B4, a part five, part-six storey building, with associated semi-private courtyard open space, balconies and terraces, 32 no. apartments in Block B5, a four storey building, with associated balconies and terraces, 199 no. apartments in Block B6A, and B6B, a part-four storey, part-five storey building with associated semi-private courtyard open space, balconies and terraces; 35 no. apartment in Block B6C, a part-three, part-four, part-five storey building with associated semi-private courtyard open space, balconies and terraces; 1 no. two-storey house and 14 no. three storey houses in Terrace T3A; 7 no. three storey houses in Terrace T3B; 6 no. three storey houses in Terrace T4; two single level residential basements and one double level residential basement (total approx. 24,614sq.m) accommdating 644 ancillary car parking spaces, with associated bin storage, movement routes, core access, bicycle parking spaces and plant; 207 ancillary car parking spaces at grade and bicycle parking at grade; a cr̬che (1,051sqm. approx) within a two storey building, ancillary outdoor play area, 22 no. staff car parking spaces and 4 no. car parking spaces within drop-off zone all at grade; a management office (12sq.m arppox.); 5 parks comprising 3.1 hectcates of public open space in all, 25 no. ancillary car parking spaces at grade and bicycle parking at grade; a Bring Centre and 3 no. ancillary car parking spaces at grade; Vehicular, pedestrian and cyclist access to the proposed development via a new signal controlled cross-roads junction on Glenageary Road Upper and all associated access works thereto on the public road network; also vehicular, pedestrian and cyclist access via a new left-in/left-out priority T-Junction on Glenageary Road Upper and all associated access works thereto on the public road network; proposed pedestrian and cycle link to Woodlawn Park; proposed pedestrian and cycle link to Eglinton Park; Alterations to Glenageary Road Upper to include the provision of cycle lanes, bus priority and to include alterations to the access junction the service road to House No. 26 ('Aughavas'), No. 28 ('Aisling'), No. 30 and No. 32 ('Katimavik'), Glenageary Road Upper; Alterations to the Mounttown Roundabout Junction comprising the replacement of the roundabout with a signalized junction to include the insertion of traffic signals on Kill Avenue (R830/3), Oliver Plunkett Road (LP/1026/1), Mounttown Lower (R829/3), Highthorn Park (LT/91173/1) and Glenageary Road Upper (R118/9 and R829/4), the provision of cycle lanes, arrangements for bus priority, on-call pedestrian facilities and all ancillary works on the public road network including linkage with proposed alterations to Glenageary Road Upper and Kill Avenue; Provision of internal road network; all ancillary site development work including diversion, extension of, and connection to existing public water supply and drainage services; all ancillary landscape works including public lighting, planting and boundary treatment; 6 no. ESB sub-station units and ancillary electrical services; all on lands of approx. 12.0 hectares within the 'Northern Site'.  The planning application site area is inclusive of the area of land to provide for public road works and connections to existing public water supply and drainage services.  This planning application seeks that the duration of planning permission be for a period of seven years to facilitate the phased completion of all elements of the proposed scheme.  An environmental Impact Statement will be submitted to the Planning Authority with the planning application.",19/12/2008,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,RPS Planning and Environment,Cosgrave Developments
D08A/1165,24/06/2009,Permission,"Site to the rear of No.s 37-40,  & No.s 25-35, Abbey Road, Monkstown, Co Dublin",,40,Demolition of existing factory and the construction of 40 residential units and,GRANT PERMISSION,21/07/2009,NA,21/07/2014,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/1165,"Development at this site on lands comprising  c. 1.58 acres .Demolition of existing factory and the construction of 40 residential units and two retail units as follows: (A) 2 No. 3 storey (2 storey plus penthouse) blocks comprising 20 no. 2 bed units, 4 no. 3 bed units, 4 no. 1 bed units, (B) Two no. 2 storey blocks comprising 10 no. 3 bed town houses, all located to the rear of houses no. 25-35 Abbey Road, (C) One no. 2 storey entrance block between No.'s 39 and 38 Abbey Road comprising new archway vehicular entrance, 2 no. retail units at ground floor and 1 no. 1 bed 1 no. 2 bed apartments overhead, (D) All associated site works and services, including surface car parking, roadways, bike stands, bins stores, new ESB substation boundary treatment, landscaping and all associated site works.Including foothpath,road and junction improvement works to Abbey Road,and all lands accessed off Abbey Road,between  and to the rear of nos 40-37 and to the rear of nos 25-35 Abbey Road.",17/10/2008,Decision made,Decision made,The Observation period for this application expired on01-Jan-1975,Brazil Lohan Architects,Dorville Homes
D04A/0994/E,02/06/2009,Extension Of Duration Of Permission,"Lands at Rocklands, (Central Park), Leopardstown Road, Dublin 18.",Parent: D04A/0994,289,Mixed use development,GRANT EXTENSION OF DURATION OF PERM.,29/06/2009,28/02/2012,28/02/2012,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D04A/0994/E,"Mixed use development involving 2 no. blocks (to be known as Block K and L) totalling 27,358 sq.m (replacement blocks for Blocks J, K and L granted planning permission under Reg. Ref. D02A/1167) consisting of  9 / 16 storeys incorporating office accommodation / retail / bar / restaurant / cafe on ground floor: 289 no. apartments (59 no. 1 bed, 206 no. 2 bed and 24 no. 3 bed); the provision of carparking and a service yard at surface level and carparking in 2 no. basement levels below: and all other site development works above and below ground including 4 no. ESB substations to facilitate the development.",20/03/2009,Decision made,Decision made,01/01/1975,Tiros Resources Limited,Clyde Road Partnership
D09A/0162,05/03/2009,Permission,"Proby Square, Blackrock, Co Dublin","Units: 54 + 2 = 56
Modifications to Parent: D05A/1559 
Parent ABP Appeal: PLO6D.217422 GRANTED
This ABP Appeal: PL06D.233652 REFUSED",56,Alterations to a permitted residential development,REFUSE PERMISSION,27/04/2009,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D09A/0162,"Permission is sought for alterations to a permitted residential development (planning Reg. Ref. D05A/1559 and An Bord Pleanala Ref. No. PLO6D.217422) comprising 2 no. additional detached dwellings consisting of 1 no. two - storey 5 - bedroom house (House Type F c. 255.63 sq.m gross floor area) and 1 no. two storey 4-bedroom house (House Type E c. 186.81 sq.m gross floor area), both houses incorporate 2 no. on street car parking spaces to the front of the proposed dwellings.  Access to the proposed dwelling is via the previously permitted vehicular and pedestrian entrance off Proby Square; and all ancillary site development, boundary treatment and landscape works;  all on a site 0.1118 hectares in area.",05/03/2009,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,RPS Planning and Development,O'Malley Homes and Developments Limited
D08A/0457,15/12/2008,Permission,"Knockrabo, Goatstown, Dublin 14.",,58,Residential development,GRANT PERMISSION,20/01/2009,NA,20/01/2014,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/0457,"Planning permission is sought for development at this site of approx. 2.4 hectares, known as Kockrabo, at Goatstown, Dublin 14, bounded generally by the reservation for Sandyford to St. Helen's link Road to the north, Mount Anville Road (and Gate Lodge and entrance gates and piers (to the former Knockrabo House which are protected structures) to the south, Ardilea Downs to the east and reservation for Sandyford to St. Helen's link Road and Cedarmount house and Lodge (both protected structures) to the west.  The development will consist of a residential development of 85 residential units and a creche of approx. 130 sq.m comprising 1 no. 2 storey four bedroom house (House Type 7.0), 26 no. five bedrooms houses (House Types 2.0,3.03.1,4.0 are four storeys: House types 1.0,1.1,2.1,2.2,3.2,4.1,5.0 are part 4/2 storeys: House Type 6.0 is 4 storeys including attic space); and 58 no. apartments consisting of 8 no. one bedroom apartments, 42 no. two bedroom apartments and 8 no. three bedroom apartments in three five storeys blocks as follows:  Block D1 is 5 storeys over two basements and comprise 18 no. apartments consisting of 8 no. 1 bedroom apartments and 10 no. 2 bedroom apartments and a creche (double height ceiling) of approx. 130 sq.m at ground floor level (with external play area of 207 sq.m); all apartments will have balconies/terraces.  Block D2 is 5 storeys over basement and comprises 30 no. apartments consisting of 22 no. 2 bedroom apartments and 8 no. 3 bedroom apartments; all apartments will have balconies/terraces.  Block D3 is 5 storeys and comprises 10 no. apartments consisting of 10  no. 2 bedroom apartments; all apartments will have balconies/terraces.  Permission is also sought for provision of new vehicular and pedestrian access of Mount Anville road; provision of single storey concierge structure of approx. 10 sq.m adjacent to new access; provision of 149 no. car parking spaces consisting of 62 surface car parking spaces (including 2 no. within curtilage of each house) and 87 no. car parking spaces at basement levels; 98 no. bicycle spaces comprising 92 no. at basement levels and 6 no. at surface level, along with ancillary bin storage, landscaping and associated site development and services works.",23/04/2008,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Rory Kunz RPS Planning & Development,Knockrabo Developments Ltd.
D08A/1028,25/11/2008,Permission,"Broadlands, Ballinclea Road, Killiney, Co. Dublin",,29,The construction of a total of 29 residential units,GRANT PERMISSION,18/12/2008,NA,18/12/2013,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/1028,"The construction of a total of 29 residential units and associated landscaping.  The residential units are comprised of 3 detached houses (one with workshop), 22 semi-detached houses and 4 terraced houses.  The scheme provides for 11 three - bed units and 18 four-bed units;  The provision of site development works including road infrastructure and associated site services;  The demolition of a habitable house and ancillary buildings.  The gross floor area of the development is 5,133 sq.m on a site of 1.27 ha.  the maximum height of the development is 10.58 m.",05/09/2008,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Brady Shipman Martin,O'Flynn Construction
D08A/0843,21/11/2008,Permission,"lands at Heidelberg, Knockrabo, Goatstown, Dublin 14.",,124,A residential Development with creche comprising 124 no. residential units,GRANT PERMISSION,18/12/2008,NA,18/12/2013,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/0843,"A residential Development with cr̬che comprising 124 no. residential units consisting of 102 No. apartments and 22 No. houses.  The apartments are located in 3 blocks comprising 12 No. one bed apartments, 73 No. two bed apartments, and 17 No. three bed apartments as follows:  Block 1 is 3-5 storeys over basement and contains 36 No. residential units comprising 8 No. one bed apartments, 23 No. two bed apartments, and 5 No. three bed apartments (with a cr̬che at ground floor of approx. 158 sq.m and dedicated play area of 142 sq.m); all apartments will have balconies/ terraces.  Block 2 is 4-5 storeys in height over basement and contains 33 No. residential units comprising 1 No. one apartment, 25 No. two bed apartments, and 7 No. three bed apartments; all apartments will have balconies/terraces.  Block 3 is 4-5 storeys in height over basement and contains 33 No. residential units comprising 4 No. one bed apartments, 24 No. two bed apartments and 5 No. three bed apartments; all apartments will have balconies/terraces.  House types B3, C2 and D1 are 5 bedroom split 2 to 3 storeys over basement residential units.  House type B, (5 bedroom dwellings) and B1, B2, C and D (4 bedroom dwellings) are split 2 to 3 storeys.  Permission is sought for vehicular and pedestrian access to the site from Heidelberg, Ardilea; provision of 204 No. car parking spaces consisting of 52 No. surface car parking spaces and 152 No. car parking and 134 No. bicycle spaces (112 No. basement spaces and 22 No. surface spaces), ancillary bin storage/plant at basement level; provision of 2.0M (in height) concrete post and timber panel infill wall along boundary with Salzburg, Salamanca and Heidelberg; landscaping (including play area of approx. 100 sq.m) and associated site development and service works.  All development on a site of approx. 2.08 Hectares.",22/07/2008,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,RPS Planning and Environment,O'Malley Construction Company
D08A/1112,03/10/2008,Permission,"Former Premier Dairies, On Whitehall Road, Off Nutgrove Avenue, Churchtown, Dublin 14","Mod Units: 266 - 19 = 247
Replace 31 apartments with 12 4 Beds. Parent: D06A/0556",247,Amendments to approved residential developemnt PL. Reg. Ref. D06A/0556 (Bord Re,REFUSE PERMISSION,27/11/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/1112,"Amendments to approved residential development PL. Reg. Ref. D06A/0556 (Bord Ref: PL.06D 220353) to be known as 'Hazlebrook Square', on site of former Premier Dairies.  The application pertains to the permitted Block 8 only and the amendments propose the provision of 12 no. 4 bed, 3 storey and underground basement terraced houses in lieu of 31 apartment units (3 x 1 bed, 10 x 2 bed, 18 x 3 bed).  The underground car park below Block 8 is to be reduced to allow for rear gardens to all houses.  Parking to be provided in reduced basement car park and at surface to provide for 31 car spaces.",03/10/2008,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Brazil I Lohan Architects,St James Developments
D08A/0414,04/09/2008,Permission,"Glenamuck Road, Carrickmines, Dublin 18","Mod to 3 of 227 Units
Parents: D04A/0327, D05A/1614",227,Planning permission is sought for modifications to the residential development,GRANT PERMISSION,01/10/2008,NA,01/10/2013,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/0414,"Planning permission is sought for modifications to the residential development permitted under planning register reference D04A/0327 and D05A/1614 on lands at Glenamuck Road, Carrickmines, within the townland of Carrickmines Great and located to the east / south east of the new access roundabout to the M50 motorway.  The modifications will comprise the retention and completion of 2 no. apartments on the site, in the lower ground floor of the Hawthorn House;  1 no. 3 bed apartment (98.30 sq.m) and 1 no. 2 bed apartment (85.65 sq.m ).",11/04/2008,Decision made,Decision made,The Observation period for this application expired on01-Jan-1975,A & L Consultants Ltd.,"Alan Hanly,Laragan Developments,                "
D08A/0717,20/06/2008,Permission,"Ards, Cartref and Foxley, Old Bray Road, Cabinteely, Dublin 18.",,127,"127 apartments, penthouses and duplex residential units",REFUSE PERMISSION,14/08/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/0717,"127 apartments, penthouses and duplex residential units located in 4 buildings set within terraced landscaped gardens with underground parking for 139 cars and surface parking for 35 cars.  Block 1 is 2 storey with set back penthouse over, in 4 separate residences each with its own entrance, staircase and lift.  It comprises a total of 34 residential units; 28 apartments and 6 penthouses.  Block 2 is 3 and part 4 storeys with set back penthouses over, in 2 residences each with its own entrance, staircase and lift. It comprises of a total of 27 residential units; 24 apartments and 3 penthouses.  Block 3 is 5 storeys with set back penthouses over, in 3 residences each with its own entrance, staircase and lift.  It comprises a total of 42 residential units; 39 apartments and 3 penthouses.  Block 4 is 4 storeys with set back penthouses over, in 2 residences each with its own entrance, staircase and lift.  It comprises of 24 residential units; 19 apartments, 2 duplexes and 3 penthouses.  The development includes a wellness centre of 217 sq.m for the use of residents.  The existing house 'Cartref' and 'Ards' and associated outhouses are to be demolished. The existing house at 'Foxley' is to be retained and the rear garden is to be shortened.  The entire combined land of these three houses forms the site.  Access to the development is from Old Bray Road through 'Cartref' .  Vehicular circulation within the development facilities temporary visitor parking, access to residential parking and emergency vehicle access.  A ramp provides access for residents to underground car parking located below the central terraced gardens.  Visitor car parking is at surface level.  Pedestrian access to the Old Bray Road is provided by new footpaths.  Each residential unit has it own area of private open space in the form of a balcony, terrace or rear garden. The development is partially located within a site of Archaeological interest.  All of the above is to be provided with associated and ancillary services.",20/06/2008,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,BKD Architects,The CARDS Partnership
D07A/1495,22/05/2008,Permission,"Site of c. 4.48 hectares, Which Incorporates The North Eastern Portion Of, The Bray Golf Club Lands, (zoned 'A' Under The Dun Laoghaire-Rathdown County Development Plan) And Part Of, The Industrial Yarns Site, All At Bray, Co. Dublin",,348,"348 No. residential units comprising:- 46 No. 1 bed apartments, 171 No. 2 bed",GRANT PERMISSION,16/07/2008,NA,16/07/2013,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1495,"348 No. residential units comprising:- 46 No. 1 bed apartments, 171 No. 2 bed apartments, 124 No. 3 bed apartments, 6 No. 2 bed duplex units, 1 No. 3 bed duplex units (Total Residential Gross Floor Area 37,664 sq.m); 1 No. retail unit (80 sq.m of Gross Lettable Retail Floorspace); 1 No. Cafe (135 sq.m GFA); 368 No. car parking spaces will be provided to service the proposed scheme (of which 350 No. will be provided at basement level and 18 No. will be provided at surface level);  The demolition of an outbuilding at Industrial Yarns; Provision of a new vehicular access off the Dublin Road and new internal road network to service the proposed scheme (which will link into the proposed new road network for the Bray Golf Club lands lying within the administrative area of Bray Town Council for which a separate concurrent planning application is being made by Pizarro Developments); The upgrading and extension of the existing vehicular access road to the Industrial Yarns site to provide for a new access to the existing St. Philomena's National School (in tandem with a concurrent planning application being made by Pizarro Developments to Bray Town Council in respect of the former Golf Club lands); Provision of a new access to the St. John of Gods site off the proposed new internal road network (in tandem with a concurrent application by Pizarro Developments to Bray Town Council in respect of the former Golf Club lands);  Associated landscaping, site development and service works (which will link into proposed landscaping, site development and service infrastructure for adjoining lands for which a separate concurrent planning application is being made by Pizarro Developments to Bray Town council in respect of the former Golf Club lands);  The total GFA of development proposed under this application is 37,879 sq.m (above ground) plus basement of 16,851 sq.m (which will accommodate car parking);  This planning application is accompanied by an Environmental Impact Statement (EIS).",26/10/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,McGill Planning Limited,Pizarro Developments Limited
D07A/1269,08/05/2008,Permission,"Culgrenagh, Rochestown Avenue, Killiney, Co. Dublin",,76,The demolition of Culgrenagh House and the construction of a residential,REFUSE PERMISSION,04/06/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1269," The demolition of Culgrenagh House and the construction of a residential multi-level apartment building, rising from 2 storey at the edges to primarily 3 storey plus a setback 4 storey level and additional central mezzanine at the centre of the front elevation represented internally as an atrium in the two penthouse apartments.  The building, containing 76 residential units, includes extra storey height to the rear by including a lower ground residential floor at garden level including parking provision and basement level below accommodating car parking.  A creche is incorporated in the building, with children's play space in the open space area.The development also includes the reconfiguration of the existing roundabout at the intersection of Rochestown Avenue,Church Road,Avondale Road and Sallyglen Road.Afully signalised access to the proposed development along Church Road.  The scheme shall involve the provision of cycle and pedestrian facilities,and all associated works.Vehicular access to basement car parking to be provided by a new entrance from Church Road,south east of the reconfigured Rochestown Avenue junction,along with all associated internal roads,services,open space,landscaping and boundary treatments including a new plinth wall surmounted  by railings along Church Road and Rochestown Avenue frontage.",06/09/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Simon Clear & Associates,Torc Group
D08A/0434,18/04/2008,Permission,"106 and 108, Lower Churchtown Road, Churchtown, Dublin 14.",,26,Residential development,REFUSE PERMISSION,11/06/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/0434,"Planning permission sought for a residential development on a site of circa 0.259 ha, comprising of the demolition of 2 houses and associated buildings and for the erection of an apartment scheme containing 26 dwellings.  The apartments will be distributed between three buildings, identified on the application drawings as blocks A, B, and C.  Blocks A & B will comprise two, three storey blocks, both of which will contain three levels of accommodation and will provide eight apartments per building (two bedroom units) and are accessed via external stairs, lift and walkway at ground, first and second floor level, located between A and B, within these two structures there is a total of 16 apartments.  Block C will comprise a three storey building containing a total of 10 apartments (five single bedroom dwellings at ground floor level, and five 2 storey units with 2 bedrooms at first and second floor level).  The application also includes the creation of a new vehicular entrance to the site and the provision of 29 no. car parking spaces, secured bicycle parking (2 per unit) and refuse storage facilities.  The proposed development includes all associated site works including but not limited to the provision of private and communal areas of open space including elevated balconies, hard and soft landscaping, boundary treatment, drainage, service and utility connections.  (Previous applications details: D04A/1324; D07A/0665).  ",18/04/2008,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Terry & O'Flanagan,Ralph Lindsay
D02A/1061/E,11/04/2008,Extension Of Duration Of Permission,"Penryn, Glenamuck Road, Carrickmines Great, Dublin 18",Parent: D02A/1061 http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D02A/1061,332,"Provision of a creche of 464m2 and a total of 332 residential units, consisting",GRANT EXTENSION OF DURATION OF PERM.,05/06/2008,05/06/2013,05/06/2013,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D02A/1061/E,"Provision of a creche of 464m2 and a total of 332 residential units, consisting of 29 no. 3-storey, 3-bed houses; 10 no. 2-storey, 3-bed houses; 30 no. L-shaped 3-bed 2-storey courtyard houses; 7 no. 2-storey, 3-bedroom detached houses; 6 no. 3-storey 4-bed detached houses; 45 no. duplex units comprising 3-bed, 2 storey unit over ground floor 2-bed apartment; 10 no. duplex units comprising 2-bed, 2 storey unit over-ground floor 1-bed apartment; 140 no. apartments comprising 20 1-bed 100 no. 2 bed apartments and 20. 2-bed penthouse apartments in 5 no. 5-storey blocks over semi-basement parking areas; all site development and landscaping works, including the upgrading of approx. 150m length of Springfield Lane and demolition of existing unoccupied dwelling house Penryn, Glenamuck Road. all on site of 6.228 hectares with access from Glenamuck Road and Springfield Lane in teh townland of Carrickmines Great, Dublin 18.",11/04/2008,Decision made,Decision made,01/01/1975,O'Mahony Pike Architects,Abbeyrock Developments Ltd
